Serial,Episode_Title,Image_URL,Description,Mode,Video_URL,,year,airdate,runtime,Visibility
Frontier in Space,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00v51m5.jpg,"In a daring bid for peace, the Doctor and Jo navigate political intrigue and espionage to prevent galactic war.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8vby/doctor-who-19631996-season-10-frontier-in-space-episode-6,,1973,1973-03-31,25,Shown
Planet of the Daleks,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsq02.jpg,"Following the events of ""Frontier in Space,"" the Doctor and Jo land on Spiridon, where they encounter a Dalek operation threatening the galaxy.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8vkg/doctor-who-19631996-season-10-planet-of-the-daleks-episode-1,,1973,1973-04-07,25,Shown
Planet of the Daleks,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsq9f.jpg,They discover the Daleks' plan to exploit Spiridon's invisible creatures and perfect their own invisibility.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8vrs/doctor-who-19631996-season-10-planet-of-the-daleks-episode-2,,1973,1973-04-14,25,Shown
Planet of the Daleks,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsqq6.jpg,"Joining forces with a group of Thals, the Doctor works to sabotage the Dalek base and their experiments.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8vw0/doctor-who-19631996-season-10-planet-of-the-daleks-episode-3,,1973,1973-04-21,25,Shown
Planet of the Daleks,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsrq1.jpg,"The battle against the Daleks intensifies, revealing the presence of a massive Dalek army in suspended animation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8vzf/doctor-who-19631996-season-10-planet-of-the-daleks-episode-4,,1973,1973-04-28,25,Shown
Planet of the Daleks,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsrxy.jpg,"With the Dalek threat greater than ever, the Doctor and his allies plot to destroy the Dalek army and their base.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8w1n/doctor-who-19631996-season-10-planet-of-the-daleks-episode-5,,1973,1973-05-05,25,Shown
Planet of the Daleks,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gd3y3r.jpg,"A daring assault on the Dalek base leads to a decisive victory, but not without cost, as the Doctor narrowly escapes.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8wgf/doctor-who-19631996-season-10-planet-of-the-daleks-episode-6,,1973,1973-05-12,25,Shown
The Green Death,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmkggb.jpg,"Investigating mysterious deaths in a Welsh mining village, the Doctor and UNIT uncover a corporation's hazardous waste causing mutations.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8x4v/doctor-who-19631996-season-10-the-green-death-episode-1,,1973,1973-05-19,25,Shown
The Green Death,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmkhhl.jpg,"The emergence of giant maggots poses a new threat, linked to the waste, as the Doctor seeks a solution.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8x81/doctor-who-19631996-season-10-the-green-death-episode-2,,1973,1973-05-26,25,Shown
The Green Death,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmkj04.jpg,"Jo Grant becomes deeply involved with a local environmental group, complicating the investigation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8xbw/doctor-who-19631996-season-10-the-green-death-episode-3,,1973,1973-06-02,25,Shown
The Green Death,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmkjph.jpg,"The Doctor discovers the corporation's use of a dangerous chemical, leading to a confrontation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v8xfv/doctor-who-19631996-season-10-the-green-death-episode-4,,1973,1973-06-09,25,Shown
The Green Death,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmkk3l.jpg,"With the situation escalating, the Doctor races to find a cure for the mutations and stop the corporation.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v91dt/doctor-who-19631996-season-10-the-green-death-episode-5,,1973,1973-06-16,25,Shown
The Green Death,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmkkjw.jpg,"In an emotional finale, the Doctor saves the village, and Jo Grant decides to leave with her new fianc–, marking a significant departure.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v91gl/doctor-who-19631996-season-10-the-green-death-episode-6,,1973,1973-06-23,25,Shown
The Time Warrior,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsv4z.jpg,"Investigating medieval disappearances, the Doctor discovers a Sontaran warrior, Linx, using a time scoop to kidnap scientists from the future.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b0v/doctor-who-19631996-season-11-the-time-warrior-part-1,,1973,1973-12-15,25,Shown
The Time Warrior,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsv8n.jpg,"Linx seeks to repair his spaceship, indifferent to the temporal chaos he causes, as the Doctor teams up with the bold journalist Sarah Jane Smith.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b2z/doctor-who-19631996-season-11-the-time-warrior-part-2,,1973,1973-12-22,25,Shown
The Time Warrior,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glsvsn.jpg,"The Doctor and Sarah work to free the kidnapped scientists and thwart Linx's plans, navigating medieval politics and battles.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b40/doctor-who-19631996-season-11-the-time-warrior-part-3,,1973,1973-12-29,25,Shown
The Time Warrior,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glz895.jpg,"In a confrontation at Linx's castle, the Doctor manages to send the Sontaran back to his own time, restoring the timeline.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b4x/doctor-who-19631996-season-11-the-time-warrior-part-4,,1974,1974-01-05,25,Shown
Invasion of the Dinosaurs,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmgh1h.jpg,"Returning to London, the Doctor and Sarah find the city evacuated due to mysterious dinosaur appearances.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b6q/doctor-who-19631996-season-11-invasion-of-the-dinosaurs-part-1,,1974,1974-01-12,25,Shown
Invasion of the Dinosaurs,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmgjx5.jpg,"Uncovering a conspiracy to revert Earth to a pre-technological age, the Doctor faces both dinosaurs and human fanatics.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b8f/doctor-who-19631996-season-11-invasion-of-the-dinosaurs-part-2,,1974,1974-01-19,25,Shown
Invasion of the Dinosaurs,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfq08.jpg,"As the plot unfolds, the Doctor discovers time travel technology is being misused to bring the dinosaurs into the present.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7b9p/doctor-who-19631996-season-11-invasion-of-the-dinosaurs-part-3,,1974,1974-01-26,25,Shown
Invasion of the Dinosaurs,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfq5g.jpg,"The Doctor and UNIT work to stop the time experiments, facing ethical dilemmas about the conspirators' idealistic motives.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7bbk/doctor-who-19631996-season-11-invasion-of-the-dinosaurs-part-4,,1974,1974-02-02,25,Shown
Invasion of the Dinosaurs,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gmgpwc.jpg,"With London under threat, the Doctor devises a plan to neutralize the dinosaurs and expose the conspiracy's leaders.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7bct/doctor-who-19631996-season-11-invasion-of-the-dinosaurs-part-5,,1974,1974-02-09,25,Shown
Invasion of the Dinosaurs,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfqr7.jpg,"The Doctor's efforts culminate in thwarting the plan, ensuring the safety of the present and the future of humanity.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7bg8/doctor-who-19631996-season-11-invasion-of-the-dinosaurs-part-6,,1974,1974-02-16,25,Shown
Death to the Daleks,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gbkt97.jpg,The TARDIS loses power on a planet where the Daleks are seeking a cure for a plague affecting their kind.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7bkd/doctor-who-19631996-season-11-death-to-the-daleks-part-1,,1974,1974-02-23,25,Shown
Death to the Daleks,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0g9ldlm.jpg,"With both the Daleks and the TARDIS incapacitated by an energy-draining force, the Doctor and Sarah ally with the Exxilons, the planet's natives.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7bp6/doctor-who-19631996-season-11-death-to-the-daleks-part-2,,1974,1974-03-02,25,Shown
Death to the Daleks,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gbktdb.jpg,"The Doctor discovers an ancient Exxilon city is the source of the energy drain, a living entity that sees all as a threat.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7br0/doctor-who-19631996-season-11-death-to-the-daleks-part-3,,1974,1974-03-09,25,Shown
Death to the Daleks,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gbktq4.jpg,"Navigating the city's traps, the Doctor aims to restore power to the TARDIS and stop the Daleks' genocidal plan.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7by2/doctor-who-19631996-season-11-death-to-the-daleks-part-4,,1974,1974-03-16,25,Shown
The Monster of Peladon,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gltw5c.jpg,"Returning to Peladon, the Doctor finds the planet again in turmoil, with miners rebelling against dangerous conditions and alien interference suspected.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c1f/doctor-who-19631996-season-11-the-monster-of-peladon-part-1,,1974,1974-03-23,25,Shown
The Monster of Peladon,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gltwjj.jpg,"Investigating, the Doctor and Sarah encounter old allies and new challenges, including the Ice Warriors' return.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c29/doctor-who-19631996-season-11-the-monster-of-peladon-part-2,,1974,1974-03-30,25,Shown
The Monster of Peladon,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gltx0f.jpg,"The Ice Warriors, claiming to be allies, are discovered to be exploiting Peladon's political strife for their own ends.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c3f/doctor-who-19631996-season-11-the-monster-of-peladon-part-3,,1974,1974-04-06,25,Shown
The Monster of Peladon,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfs86.jpg,"The Doctor works to unite Peladon's factions, exposing the Ice Warriors and restoring peace to the planet.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c42/doctor-who-19631996-season-11-the-monster-of-peladon-part-4,,1974,1974-04-13,25,Shown
The Monster of Peladon,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfsxk.jpg,"Commander Azaxyr and his Ice Warriors are revealed as traitors, in league with Galaxy 5. The Doctor intends to turn Aggedor against Azaxyr, but it may already be too late. ",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c5d/doctor-who-19631996-season-11-the-monster-of-peladon-part-5,,1974,1974-04-20,25,Shown
The Monster of Peladon,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vft4p.jpg,The Doctor and the miners take the upper hand in the fight to reclaim Peladon from the Ice Warriors. But Eckersley is unwilling to give up and takes Queen Thalira hostage. ,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c6z/doctor-who-19631996-season-11-the-monster-of-peladon-part-6,,1974,1974-04-27,25,Shown
Planet of the Spiders,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gpwm45.jpg,The Doctor investigates a meditation center where a powerful crystal is linked to psychic experiments and alien spiders.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7c86/doctor-who-19631996-season-11-planet-of-the-spiders-part-1,,1974,1974-05-04,25,Shown
Planet of the Spiders,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glz7c0.jpg,"The spiders of Metebelis 3 seek the crystal, using human hosts to reclaim it, revealing the Doctor's past actions have consequences.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7cbb/doctor-who-19631996-season-11-planet-of-the-spiders-part-2,,1974,1974-05-11,25,Shown
Planet of the Spiders,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glz7wx.jpg,"On Metebelis 3, the Doctor faces the Great One, a giant spider seeking to control the universe through the crystal's power.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7cf8/doctor-who-19631996-season-11-planet-of-the-spiders-part-3,,1974,1974-05-18,25,Shown
Planet of the Spiders,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfxwg.jpg,"With Earth and Metebelis 3 at stake, the Doctor must confront his fears and make a sacrifice to stop the Great One's plan.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7cdf/doctor-who-19631996-season-11-planet-of-the-spiders-part-4,,1974,1974-05-25,25,Shown
Planet of the Spiders,Episode 5,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfy2w.jpg,"The Doctor's actions lead to his exposure to lethal radiation, prompting a return to UNIT HQ for his final moments.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7ch7/doctor-who-19631996-season-11-planet-of-the-spiders-part-5,,1974,1974-06-01,25,Shown
Planet of the Spiders,Episode 6,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vfydn.jpg,"In a poignant farewell, the Doctor regenerates into his Fourth incarnation, watched over by Sarah Jane and the Brigadier.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00v7cj6/doctor-who-19631996-season-11-planet-of-the-spiders-part-6,,1974,1974-06-08,25,Shown
Robot,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glzcj7.jpg,The newly regenerated Fourth Doctor faces his first challenge against a giant robot being used by a radical scientific group to steal nuclear codes.,Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd4t5/doctor-who-19631996-season-12-robot-part-1,,1974,1974-12-28,25,Shown
Robot,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glzcxw.jpg,"The Doctor, with the help of Sarah Jane Smith and the newly introduced Harry Sullivan, works to stop the robot, which grows uncontrollably due to experimental metal.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd4w1/doctor-who-19631996-season-12-robot-part-2,,1975,1975-01-04,25,Shown
Robot,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vd72b.jpg,"The conflict escalates as the robot, confused and enraged, poses a threat to London, with the Doctor sympathizing with its plight.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd4yp/doctor-who-19631996-season-12-robot-part-3,,1975,1975-01-11,25,Shown
Robot,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gbl0mw.jpg,"In a poignant conclusion, the Doctor uses a virus to corrode the robot, saving humanity but at the cost of the robot's life, highlighting themes of science and ethics.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd503/doctor-who-19631996-season-12-robot-part-4,,1975,1975-01-18,25,Shown
The Ark in Space,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gvdws5.jpg,"The TARDIS lands on a space station, the Ark, where the last humans are in cryogenic sleep, awaiting reawakening on a new Earth.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd56f/doctor-who-19631996-season-12-the-ark-in-space-part-1,,1975,1975-01-25,25,Shown
The Ark in Space,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gd4f74.jpg,"They discover the station has been overrun by the Wirrn, insect creatures that lay their eggs in humans, intending to use the Ark to invade Earth.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd57g/doctor-who-19631996-season-12-the-ark-in-space-part-2,,1975,1975-02-01,25,Shown
The Ark in Space,Episode 3,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vf14x.jpg,"The Doctor devises a plan to repel the Wirrn and protect the future of the human race, involving exposing the station's solar panels.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd58z/doctor-who-19631996-season-12-the-ark-in-space-part-3,,1975,1975-02-08,25,Shown
The Ark in Space,Episode 4,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vf16n.jpg,"In a desperate bid, the Doctor and his companions fight off the Wirrn and restart the Ark, ensuring humanity's survival and journey to Earth.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd59y/doctor-who-19631996-season-12-the-ark-in-space-part-4,,1975,1975-02-15,25,Shown
The Sontaran Experiment,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0glzlyt.jpg,"On a future Earth now reclaimed by nature, the Doctor investigates a series of mysterious disappearances, uncovering a Sontaran plot.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd5bt/doctor-who-19631996-season-12-the-sontaran-experiment-part-1,,1975,1975-02-22,25,Shown
The Sontaran Experiment,Episode 2,https://ichef.bbci.co.uk/images/ic/1920x1080/p00vf273.jpg,"The Sontaran, Styre, is conducting brutal experiments on humans for research on Earth's conquest, with the Doctor challenging him.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd5dl/doctor-who-19631996-season-12-the-sontaran-experiment-part-2,,1975,1975-03-01,25,Shown
Genesis of the Daleks,Episode 1,https://ichef.bbci.co.uk/images/ic/1920x1080/p0gbln99.jpg,"The Time Lords send the Doctor to Skaro at the time of the Daleks' creation, tasking him with altering their development or destroying them.",Iplayer,https://www.bbc.co.uk/iplayer/episode/p00vd5g2/doctor-who-19631996-season-12-genesis-of-the-daleks-part-1,,1975,1975-03-08,25,Shown
